name,tcp_packets,dist_port_tcp,external_ips,volume_bytes,udp_packets,tcp_urg_packet,source_app_packets,remote_app_packets,source_app_bytes,remote_app_bytes,duracion,avg_local_pkt_rate,avg_remote_pkt_rate,source_app_packets.1,dns_query_times,type,date
Communication,29,0.0,2.0,4739,0.0,0.0,31,25,4019,4887,,,,31,2,benign,???????
Communication,486,0.0,2.0,52950,0.0,0.0,490,554,638170,53263,,,,490,4,benign,???????
Communication,0,0.0,0.0,0,0.0,0.0,1,7,862,73,,,,1,1,benign,???????
Communication,1028,313.0,13.0,196687,0.0,0.0,1046,1108,1043142,198112,,,,1046,18,benign,???????
Communication,0,0.0,0.0,0,0.0,0.0,1,241,26713,71,,,,1,1,benign,???????
Communication,13,0.0,2.0,2004,0.0,0.0,15,14,1758,2150,,,,15,2,benign,???????
Communication,12,12.0,1.0,888,0.0,0.0,13,1,138,963,,,,13,1,benign,???????
Communication,12,12.0,2.0,1054,0.0,0.0,15,2,276,1204,,,,15,2,benign,???????
Communication,38,0.0,2.0,3949,0.0,0.0,40,49,59368,4111,,,,40,2,benign,???????
Communication,7,0.0,1.0,915,0.0,0.0,9,8,1195,1059,,,,9,2,benign,???????
Communication,50,50.0,1.0,5459,0.0,0.0,52,52,36553,5606,,,,52,2,benign,???????
Communication,0,0.0,0.0,0,0.0,0.0,3,3,386,215,,,,3,3,benign,???????
Communication,0,0.0,0.0,0,0.0,0.0,2,2,257,143,,,,2,2,benign,???????
Communication,591,552.0,13.0,44057,0.0,0.0,597,629,760080,44453,,,,597,5,benign,???????
Communication,0,0.0,0.0,0,0.0,0.0,1,1,138,75,,,,1,1,benign,???????
Communication,30,0.0,1.0,3920,0.0,0.0,32,32,6410,4070,,,,32,2,benign,???????
Communication,12,12.0,1.0,1321,0.0,0.0,17,16,6574,1701,,,,17,5,benign,???????
Communication,198,0.0,2.0,27556,0.0,0.0,202,159,35361,27882,,,,202,4,benign,???????
Communication,239,54.0,8.0,24738,0.0,0.0,253,276,207941,25774,,,,253,14,benign,???????
Communication,13,0.0,2.0,2009,0.0,0.0,15,12,3088,2169,,,,15,2,benign,???????
Communication,37,0.0,1.0,7477,0.0,0.0,38,31,4349,7549,,,,38,1,benign,???????
Communication,13,0.0,2.0,1993,0.0,0.0,15,14,2169,2141,,,,15,2,benign,???????
Communication,6,0.0,1.0,444,0.0,0.0,7,1,234,519,,,,7,1,benign,???????
Communication,0,0.0,0.0,0,0.0,0.0,1,1,151,78,,,,1,1,benign,???????
Communication,164,0.0,2.0,29582,0.0,0.0,166,136,16859,29730,,,,166,2,benign,???????
Communication,29,0.0,1.0,2146,0.0,0.0,30,1,297,2213,,,,30,1,benign,???????
Communication,40,0.0,3.0,4433,0.0,0.0,43,40,30365,4673,,,,43,3,benign,???????
Communication,0,0.0,0.0,0,0.0,0.0,1,1,215,75,,,,1,1,benign,???????
Communication,123,0.0,3.0,12846,0.0,0.0,127,169,182348,13144,,,,127,4,benign,???????
Communication,9,0.0,2.0,1072,0.0,0.0,11,8,1167,1218,,,,11,2,benign,???????
Communication,50,0.0,1.0,15936,0.0,0.0,51,50,6284,16006,,,,51,1,benign,???????
DailyLife,12,0.0,2.0,2091,0.0,0.0,15,24,3161,2313,,,,15,3,benign,???????
DailyLife,250,0.0,6.0,18767,0.0,0.0,256,383,504153,19203,,,,256,6,benign,???????
DailyLife,25,19.0,2.0,1766,0.0,0.0,28,25,9372,1997,,,,28,3,benign,???????
DailyLife,360,0.0,11.0,48720,0.0,0.0,377,389,306808,50010,,,,377,17,benign,???????
DailyLife,6,0.0,1.0,1309,0.0,0.0,7,7,1908,1381,,,,7,1,benign,???????
DailyLife,11,0.0,2.0,1601,0.0,0.0,13,12,1011,1758,,,,13,2,benign,???????
DailyLife,180,0.0,2.0,13816,0.0,0.0,182,430,590792,13966,,,,182,2,benign,???????
DailyLife,5,0.0,2.0,1354,0.0,0.0,28,21,1979,2640,,,,28,17,benign,???????
DailyLife,35,0.0,4.0,4597,0.0,0.0,40,23,2288,5001,,,,40,5,benign,???????
DailyLife,0,0.0,0.0,0,0.0,0.0,1,5,485,78,,,,1,1,benign,???????
DailyLife,56,5.0,3.0,11824,0.0,0.0,61,58,6005,12214,,,,61,5,benign,???????
DailyLife,4,4.0,1.0,296,0.0,0.0,5,1,207,367,,,,5,1,benign,???????
DailyLife,20,6.0,1.0,2545,0.0,0.0,22,19,2068,2698,,,,22,2,benign,???????
DailyLife,18,0.0,3.0,2349,0.0,0.0,22,39,5323,2646,,,,22,4,benign,???????
DailyLife,17,0.0,2.0,2193,0.0,0.0,19,16,2413,2338,,,,19,2,benign,???????
DailyLife,6,0.0,1.0,1309,0.0,0.0,7,7,1908,1381,,,,7,1,benign,???????
DailyLife,4,0.0,1.0,442,0.0,0.0,5,4,341,520,,,,5,1,benign,???????
DailyLife,6,0.0,1.0,1194,0.0,0.0,7,7,990,1268,,,,7,1,benign,???????
DailyLife,81,0.0,3.0,7009,0.0,0.0,88,17,2490,7534,,,,88,7,benign,???????
DailyLife,24,0.0,2.0,2618,0.0,0.0,26,22,4095,2770,,,,26,2,benign,???????
DailyLife,226,12.0,5.0,34619,0.0,0.0,232,235,254309,35107,,,,232,6,benign,???????
DailyLife,0,0.0,0.0,0,0.0,0.0,1,1,215,75,,,,1,1,benign,???????
DailyLife,13,0.0,2.0,2055,0.0,0.0,15,14,2794,2201,,,,15,2,benign,???????
DailyLife,171,48.0,13.0,21971,0.0,0.0,194,201,122902,23471,,,,194,19,benign,???????
DailyLife,29,5.0,2.0,3638,0.0,0.0,31,25,6033,3797,,,,31,2,benign,???????
DailyLife,36,0.0,2.0,3898,0.0,0.0,38,32,5220,4048,,,,38,2,benign,???????
DailyLife,0,0.0,0.0,0,0.0,0.0,2,2,257,143,,,,2,2,benign,???????
DailyLife,5,0.0,1.0,515,0.0,0.0,6,5,1092,593,,,,6,1,benign,???????
DailyLife,56,0.0,3.0,6841,0.0,0.0,60,51,9966,7148,,,,60,4,benign,???????
BaseBridge,0,0.0,0.0,0,0.0,0.0,2,2,545,155,,,,2,2,malicious,%%%%
BaseBridge,0,0.0,0.0,0,0.0,0.0,1,1,135,71,,,,1,1,malicious,%%%%
BaseBridge,12,12.0,4.0,888,0.0,0.0,14,2,395,1046,,,,14,2,malicious,%%%%
BaseBridge,12,12.0,4.0,888,0.0,0.0,13,1,214,964,,,,13,1,malicious,%%%%
BaseBridge,12,12.0,4.0,888,0.0,0.0,14,2,395,1046,,,,14,2,malicious,%%%%
BaseBridge,59,0.0,1.0,5720,0.0,0.0,60,49,6401,5801,,,,60,1,malicious,%%%%
BaseBridge,12,12.0,4.0,888,0.0,0.0,14,2,395,1046,,,,14,2,malicious,%%%%
BaseBridge,0,0.0,0.0,0,0.0,0.0,2,2,545,155,,,,2,2,malicious,%%%%
BaseBridge,0,0.0,0.0,0,0.0,0.0,2,2,545,155,,,,2,2,malicious,%%%%
BaseBridge,0,0.0,0.0,0,0.0,0.0,3,3,451,224,,,,3,3,malicious,%%%%
BaseBridge,12,12.0,4.0,888,0.0,0.0,14,2,395,1046,,,,14,2,malicious,%%%%
BaseBridge,0,0.0,0.0,0,0.0,0.0,3,3,645,228,,,,3,3,malicious,%%%%
BaseBridge,12,12.0,4.0,888,0.0,0.0,15,3,576,1128,,,,15,3,malicious,%%%%
BaseBridge,0,0.0,0.0,0,0.0,0.0,3,3,909,228,,,,3,3,malicious,%%%%
BaseBridge,0,0.0,0.0,0,0.0,0.0,3,3,909,228,,,,3,3,malicious,%%%%
BaseBridge,12,12.0,4.0,888,0.0,0.0,14,2,395,1046,,,,14,2,malicious,
BaseBridge,0,0.0,0.0,0,0.0,0.0,3,3,451,224,,,,3,3,malicious,
BaseBridge,0,0.0,0.0,0,0.0,0.0,3,3,451,224,,,,3,3,malicious,
BaseBridge,12,12.0,4.0,888,0.0,0.0,13,1,214,964,,,,13,1,malicious,
BaseBridge,0,0.0,0.0,0,0.0,0.0,3,3,451,224,,,,3,3,malicious,
BaseBridge,12,12.0,4.0,888,0.0,0.0,14,2,395,1046,,,,14,2,malicious,
BaseBridge,0,0.0,0.0,0,0.0,0.0,3,3,451,224,,,,3,3,malicious,
BaseBridge,0,0.0,0.0,0,0.0,0.0,1,1,181,82,,,,1,1,malicious,
BaseBridge,0,0.0,0.0,0,0.0,0.0,1,1,181,82,,,,1,1,malicious,
BaseBridge,0,0.0,0.0,0,0.0,0.0,3,3,821,228,,,,3,3,malicious,
BaseBridge,0,0.0,0.0,0,0.0,0.0,2,2,501,155,,,,2,2,malicious,
BaseBridge,12,12.0,4.0,888,0.0,0.0,14,2,395,1046,,,,14,2,malicious,
BaseBridge,0,0.0,0.0,0,0.0,0.0,3,3,451,224,,,,3,3,malicious,
BaseBridge,0,0.0,0.0,0,0.0,0.0,3,3,497,235,,,,3,3,malicious,
BaseBridge,5,0.0,1.0,488,0.0,0.0,6,5,711,562,,,,6,1,malicious,
BaseBridge,0,0.0,0.0,0,0.0,0.0,1,1,135,71,,,,1,1,malicious,
BaseBridge,12,12.0,4.0,888,0.0,0.0,14,2,395,1046,,,,14,2,malicious,
BaseBridge,0,0.0,0.0,0,0.0,0.0,1,1,135,71,,,,1,1,malicious,
BaseBridge,12,0.0,1.0,1156,0.0,0.0,13,12,1446,1237,,,,13,1,malicious,
BaseBridge,12,12.0,4.0,888,0.0,0.0,14,2,395,1046,,,,14,2,malicious,
BaseBridge,12,12.0,2.0,888,0.0,0.0,13,1,214,964,,,,13,1,malicious,
BaseBridge,1039,0.0,15.0,176794,0.0,0.0,1062,1144,1192470,178560,,,,1062,23,malicious,
BaseBridge,59,0.0,1.0,5720,0.0,0.0,60,49,6401,5801,,,,60,1,malicious,
BaseBridge,0,0.0,0.0,0,0.0,0.0,2,2,316,153,,,,2,2,malicious,
BaseBridge,12,12.0,4.0,888,0.0,0.0,14,2,395,1046,,,,14,2,malicious,
BaseBridge,6,0.0,1.0,578,0.0,0.0,7,6,776,659,,,,7,1,malicious,
BaseBridge,12,12.0,4.0,888,0.0,0.0,13,1,214,964,,,,13,1,malicious,
BaseBridge,12,12.0,4.0,888,0.0,0.0,14,2,395,1046,,,,14,2,malicious,
BaseBridge,0,0.0,0.0,0,0.0,0.0,2,2,501,155,,,,2,2,malicious,
BaseBridge,58,0.0,1.0,5660,0.0,0.0,59,47,6482,5741,,,,59,1,malicious,
BaseBridge,46,0.0,2.0,9056,0.0,0.0,49,40,5810,9273,,,,49,3,malicious,
BaseBridge,12,12.0,4.0,888,0.0,0.0,14,2,395,1046,,,,14,2,malicious,
BaseBridge,12,12.0,4.0,888,0.0,0.0,13,1,214,964,,,,13,1,malicious,
BaseBridge,57,0.0,1.0,5600,0.0,0.0,58,45,6611,5681,,,,58,1,malicious,
BaseBridge,0,0.0,0.0,0,0.0,0.0,3,3,451,224,,,,3,3,malicious,
BaseBridge,0,0.0,0.0,0,0.0,0.0,3,3,451,224,,,,3,3,malicious,
BaseBridge,0,0.0,0.0,0,0.0,0.0,3,3,451,224,,,,3,3,malicious,
BaseBridge,0,0.0,0.0,0,0.0,0.0,2,2,270,142,,,,2,2,malicious,
BaseBridge,11,0.0,1.0,892,0.0,0.0,12,11,1285,973,,,,12,1,malicious,
BaseBridge,12,12.0,4.0,888,0.0,0.0,14,2,395,1046,,,,14,2,malicious,
BaseBridge,11,0.0,1.0,892,0.0,0.0,12,11,1237,973,,,,12,1,malicious,
BaseBridge,0,0.0,0.0,0,0.0,0.0,3,3,451,224,,,,3,3,malicious,
BaseBridge,0,0.0,0.0,0,0.0,0.0,2,2,316,153,,,,2,2,malicious,
BaseBridge,0,0.0,0.0,0,0.0,0.0,2,2,545,155,,,,2,2,malicious,
BaseBridge,12,12.0,4.0,888,0.0,0.0,13,1,214,964,,,,13,1,malicious,
BaseBridge,0,0.0,0.0,0,0.0,0.0,2,2,270,142,,,,2,2,malicious,
BaseBridge,0,0.0,0.0,0,0.0,0.0,3,3,909,228,,,,3,3,malicious,
BaseBridge,0,0.0,0.0,0,0.0,0.0,3,3,451,224,,,,3,3,malicious,
BaseBridge,0,0.0,0.0,0,0.0,0.0,3,3,451,224,,,,3,3,malicious,
BaseBridge,0,0.0,0.0,0,0.0,0.0,2,2,501,155,,,,2,2,malicious,
BaseBridge,24,24.0,2.0,1776,0.0,0.0,25,1,214,1852,,,,25,1,malicious,
BaseBridge,12,12.0,4.0,888,0.0,0.0,14,2,395,1046,,,,14,2,malicious,
BaseBridge,0,0.0,0.0,0,0.0,0.0,3,3,451,224,,,,3,3,malicious,
BaseBridge,0,0.0,0.0,0,0.0,0.0,3,3,451,224,,,,3,3,malicious,
BaseBridge,0,0.0,0.0,0,0.0,0.0,3,3,451,224,,,,3,3,malicious,
BaseBridge,0,0.0,0.0,0,0.0,0.0,2,2,316,153,,,,2,2,malicious,
BaseBridge,0,0.0,0.0,0,0.0,0.0,2,2,270,142,,,,2,2,malicious,
BaseBridge,0,0.0,0.0,0,0.0,0.0,3,3,451,224,,,,3,3,malicious,
BaseBridge,0,0.0,0.0,0,0.0,0.0,3,3,451,224,,,,3,3,malicious,
BaseBridge,0,0.0,0.0,0,0.0,0.0,3,3,821,228,,,,3,3,malicious,
BaseBridge,0,0.0,0.0,0,0.0,0.0,3,3,451,224,,,,3,3,malicious,
BaseBridge,0,0.0,0.0,0,0.0,0.0,3,3,451,224,,,,3,3,malicious,
BaseBridge,0,0.0,0.0,0,0.0,0.0,2,2,316,153,,,,2,2,malicious,
BaseBridge,0,0.0,0.0,0,0.0,0.0,2,2,316,153,,,,2,2,malicious,
BaseBridge,10,0.0,1.0,1036,0.0,0.0,11,7,1602,1117,,,,11,1,malicious,
BaseBridge,0,0.0,0.0,0,0.0,0.0,3,3,451,224,,,,3,3,malicious,
BaseBridge,0,0.0,0.0,0,0.0,0.0,3,3,451,224,,,,3,3,malicious,
BaseBridge,0,0.0,0.0,0,0.0,0.0,2,2,270,142,,,,2,2,malicious,
BaseBridge,0,0.0,0.0,0,0.0,0.0,3,3,451,224,,,,3,3,malicious,
BaseBridge,0,0.0,0.0,0,0.0,0.0,3,3,557,228,,,,3,3,malicious,
BaseBridge,5,0.0,1.0,518,0.0,0.0,6,4,857,599,,,,6,1,malicious,
BaseBridge,12,12.0,4.0,888,0.0,0.0,13,1,214,964,,,,13,1,malicious,
BaseBridge,12,12.0,4.0,888,0.0,0.0,13,1,214,964,,,,13,1,malicious,
BaseBridge,0,0.0,0.0,0,0.0,0.0,1,1,135,71,,,,1,1,malicious,
BaseBridge,0,0.0,0.0,0,0.0,0.0,1,1,135,71,,,,1,1,malicious,
BaseBridge,0,0.0,0.0,0,0.0,0.0,3,3,451,224,,,,3,3,malicious,
BaseBridge,46,0.0,2.0,9054,0.0,0.0,49,40,5810,9271,,,,49,3,malicious,
BaseBridge,0,0.0,0.0,0,0.0,0.0,3,3,909,228,,,,3,3,malicious,
BaseBridge,11,11.0,1.0,832,0.0,0.0,13,6,510,986,,,,13,2,malicious,
BaseBridge,11,0.0,1.0,892,0.0,0.0,12,11,1237,973,,,,12,1,malicious,
BaseBridge,0,0.0,0.0,0,0.0,0.0,2,2,270,142,,,,2,2,malicious,
BaseBridge,0,0.0,0.0,0,0.0,0.0,3,3,821,228,,,,3,3,malicious,
BaseBridge,0,0.0,0.0,0,0.0,0.0,3,3,451,224,,,,3,3,malicious,
BaseBridge,0,0.0,0.0,0,0.0,0.0,3,3,451,224,,,,3,3,malicious,
BaseBridge,6,0.0,1.0,578,0.0,0.0,7,6,776,659,,,,7,1,malicious,
BaseBridge,0,0.0,0.0,0,0.0,0.0,3,3,451,224,,,,3,3,malicious,
BaseBridge,6,0.0,1.0,578,0.0,0.0,7,6,776,659,,,,7,1,malicious,
BaseBridge,0,0.0,0.0,0,0.0,0.0,2,2,270,142,,,,2,2,malicious,
BaseBridge,12,12.0,4.0,888,0.0,0.0,13,1,214,964,,,,13,1,malicious,
BaseBridge,0,0.0,0.0,0,0.0,0.0,3,3,451,224,,,,3,3,malicious,
BaseBridge,0,0.0,0.0,0,0.0,0.0,3,3,451,224,,,,3,3,malicious,
BaseBridge,0,0.0,0.0,0,0.0,0.0,3,3,451,224,,,,3,3,malicious,
BaseBridge,5,0.0,1.0,518,0.0,0.0,6,4,857,599,,,,6,1,malicious,
BaseBridge,12,0.0,1.0,1156,0.0,0.0,13,11,1392,1237,,,,13,1,malicious,
BaseBridge,0,0.0,0.0,0,0.0,0.0,3,3,451,224,,,,3,3,malicious,
BaseBridge,0,0.0,0.0,0,0.0,0.0,1,1,181,82,,,,1,1,malicious,
BaseBridge,0,0.0,0.0,0,0.0,0.0,1,1,135,71,,,,1,1,malicious,
BaseBridge,12,12.0,4.0,888,0.0,0.0,14,2,395,1046,,,,14,2,malicious,
BaseBridge,12,12.0,4.0,888,0.0,0.0,14,2,395,1046,,,,14,2,malicious,
BaseBridge,0,0.0,0.0,0,0.0,0.0,3,3,451,224,,,,3,3,malicious,
BaseBridge,0,0.0,0.0,0,0.0,0.0,3,3,451,224,,,,3,3,malicious,
BaseBridge,0,0.0,0.0,0,0.0,0.0,1,1,135,71,,,,1,1,malicious,
BaseBridge,12,12.0,4.0,888,0.0,0.0,14,2,395,1046,,,,14,2,malicious,
BaseBridge,0,0.0,0.0,0,0.0,0.0,2,2,316,153,,,,2,2,malicious,
BaseBridge,0,0.0,0.0,0,0.0,0.0,3,3,909,228,,,,3,3,malicious,
BaseBridge,12,12.0,4.0,888,0.0,0.0,13,1,214,964,,,,13,1,malicious,
BaseBridge,6,0.0,1.0,578,0.0,0.0,7,6,824,659,,,,7,1,malicious,
BaseBridge,10,0.0,1.0,832,0.0,0.0,11,9,1366,913,,,,11,1,malicious,
BaseBridge,11,0.0,1.0,892,0.0,0.0,12,11,1237,973,,,,12,1,malicious,
BaseBridge,0,0.0,0.0,0,0.0,0.0,3,3,451,224,,,,3,3,malicious,
BaseBridge,0,0.0,0.0,0,,0.0,1,1,135,71,,,,1,1,malicious,
BaseBridge,12,12.0,4.0,888,,0.0,14,2,395,1046,,,,14,2,malicious,
BaseBridge,11,0.0,1.0,1096,,0.0,12,9,1521,1177,,,,12,1,malicious,
BaseBridge,12,12.0,4.0,888,,0.0,14,2,395,1046,,,,14,2,malicious,
BaseBridge,12,12.0,4.0,888,,0.0,13,1,214,964,,,,13,1,malicious,
BaseBridge,12,0.0,1.0,1156,,0.0,13,11,1440,1237,,,,13,1,malicious,
BaseBridge,0,0.0,0.0,0,,0.0,3,3,451,224,,,,3,3,malicious,
BaseBridge,0,0.0,0.0,0,,0.0,2,2,501,155,,,,2,2,malicious,
BaseBridge,12,12.0,4.0,888,,0.0,14,2,349,1035,,,,14,2,malicious,
BaseBridge,12,12.0,4.0,888,,0.0,13,1,214,964,,,,13,1,malicious,
BaseBridge,53,0.0,1.0,5142,,0.0,54,45,5691,5223,,,,54,1,malicious,
BaseBridge,0,0.0,0.0,0,,0.0,3,3,909,228,,,,3,3,malicious,
BaseBridge,0,0.0,0.0,0,,0.0,1,1,215,75,,,,1,1,malicious,
BaseBridge,12,12.0,4.0,888,,0.0,14,2,395,1046,,,,14,2,malicious,
BaseBridge,41,0.0,1.0,3986,0.0,0.0,42,37,4271,4067,,,,42,1,malicious,
BaseBridge,0,0.0,0.0,0,0.0,0.0,1,1,135,71,,,,1,1,malicious,
BaseBridge,12,12.0,4.0,888,0.0,0.0,14,2,395,1046,,,,14,2,malicious,
BaseBridge,12,12.0,4.0,888,0.0,0.0,14,2,395,1046,,,,14,2,malicious,
BaseBridge,0,0.0,0.0,0,0.0,0.0,3,3,451,224,,,,3,3,malicious,
BaseBridge,0,0.0,0.0,0,0.0,0.0,3,3,451,224,,,,3,3,malicious,
BaseBridge,12,12.0,4.0,888,0.0,0.0,14,2,395,1046,,,,14,2,malicious,
BaseBridge,0,0.0,0.0,0,0.0,0.0,3,3,451,224,,,,3,3,malicious,
BaseBridge,0,0.0,0.0,0,0.0,0.0,3,3,451,224,,,,3,3,malicious,
BaseBridge,0,0.0,0.0,0,0.0,0.0,2,2,545,155,,,,2,2,malicious,
BaseBridge,12,12.0,4.0,888,0.0,0.0,13,1,214,964,,,,13,1,malicious,
BaseBridge,0,0.0,0.0,0,0.0,0.0,3,3,821,228,,,,3,3,malicious,
BaseBridge,0,0.0,0.0,0,0.0,0.0,2,2,316,153,,,,2,2,malicious,
BaseBridge,0,0.0,0.0,0,0.0,0.0,3,3,821,228,,,,3,3,malicious,
BaseBridge,18,0.0,3.0,2079,0.0,0.0,21,18,3791,2292,,,,21,3,malicious,
BaseBridge,0,0.0,0.0,0,0.0,0.0,2,2,545,155,,,,2,2,malicious,
BaseBridge,0,0.0,0.0,0,0.0,0.0,3,3,909,228,,,,3,3,malicious,
BaseBridge,12,12.0,4.0,888,0.0,0.0,14,2,395,1046,,,,14,2,malicious,
BaseBridge,12,12.0,4.0,888,0.0,0.0,14,2,395,1046,,,,14,2,malicious,
BaseBridge,0,0.0,0.0,0,0.0,0.0,3,3,451,224,,,,3,3,malicious,
BaseBridge,0,0.0,0.0,0,0.0,0.0,3,3,451,224,,,,3,3,malicious,
BaseBridge,11,0.0,1.0,892,0.0,0.0,12,11,1237,973,,,,12,1,malicious,
BaseBridge,0,0.0,0.0,0,0.0,0.0,3,3,821,228,,,,3,3,malicious,
BaseBridge,0,0.0,0.0,0,0.0,0.0,2,2,545,155,,,,2,2,malicious,
BaseBridge,0,0.0,0.0,0,0.0,0.0,2,2,316,153,,,,2,2,malicious,
BaseBridge,12,12.0,4.0,888,0.0,0.0,14,2,395,1046,,,,14,2,malicious,
BaseBridge,12,12.0,4.0,888,0.0,0.0,14,2,395,1046,,,,14,2,malicious,
BaseBridge,0,0.0,0.0,0,0.0,0.0,2,2,413,155,,,,2,2,malicious,
BaseBridge,12,12.0,4.0,888,0.0,0.0,14,2,395,1046,,,,14,2,malicious,
BaseBridge,12,12.0,4.0,888,0.0,0.0,14,2,395,1046,,,,14,2,malicious,
BaseBridge,12,12.0,4.0,888,0.0,0.0,14,2,395,1046,,,,14,2,malicious,
BaseBridge,11,0.0,1.0,892,0.0,0.0,12,11,1285,973,,,,12,1,malicious,
BaseBridge,0,0.0,0.0,0,0.0,0.0,3,3,451,224,,,,3,3,malicious,
BaseBridge,0,0.0,0.0,0,0.0,0.0,3,3,451,224,,,,3,3,malicious,
BaseBridge,0,0.0,0.0,0,0.0,0.0,3,3,909,228,,,,3,3,malicious,
BaseBridge,12,12.0,4.0,888,0.0,0.0,14,2,395,1046,,,,14,2,malicious,
BaseBridge,12,12.0,4.0,888,0.0,0.0,13,1,214,964,,,,13,1,malicious,
BaseBridge,0,0.0,0.0,0,0.0,0.0,2,2,270,142,,,,2,2,malicious,
BaseBridge,30,30.0,2.0,2220,0.0,0.0,33,3,642,2448,,,,33,3,malicious,
BaseBridge,0,0.0,0.0,0,0.0,0.0,3,3,821,228,,,,3,3,malicious,
DailyLife,13,0.0,2.0,1849,0.0,0.0,15,13,1614,1996,,,,15,2,benign,???????
DailyLife,4,4.0,1.0,296,0.0,0.0,6,2,174,470,,,,6,2,benign,???????
DailyLife,16,0.0,2.0,2655,0.0,0.0,19,19,2351,2873,,,,19,3,benign,???????
DailyLife,40,0.0,2.0,6611,0.0,0.0,43,39,3526,6840,,,,43,3,benign,???????
DailyLife,104,9.0,6.0,11293,0.0,0.0,109,113,83378,11695,,,,109,5,benign,???????
DailyLife,111,9.0,6.0,11718,0.0,0.0,116,113,83510,12120,,,,116,5,benign,???????
DailyLife,0,0.0,0.0,0,0.0,0.0,1,7,1908,72,,,,1,1,benign,???????
DailyLife,69,0.0,5.0,13113,0.0,0.0,75,71,8762,13591,,,,75,6,benign,???????
DailyLife,20,0.0,3.0,3478,0.0,0.0,23,20,4561,3705,,,,23,3,benign,???????
DailyLife,0,0.0,0.0,0,0.0,0.0,2,9,949,168,,,,2,2,benign,???????
DailyLife,28,0.0,3.0,2409,0.0,0.0,31,29,19540,2640,,,,31,3,benign,???????
DailyLife,6,0.0,1.0,1188,0.0,0.0,7,7,988,1262,,,,7,1,benign,???????
DailyLife,6,0.0,1.0,1068,0.0,0.0,7,7,654,1142,,,,7,1,benign,???????
DailyLife,7,7.0,1.0,3020,0.0,0.0,8,7,1978,3091,,,,8,1,benign,???????
DailyLife,256,39.0,10.0,22783,0.0,0.0,267,243,116869,23654,,,,267,11,benign,???????
DailyLife,7,0.0,1.0,781,0.0,0.0,8,7,2047,863,,,,8,1,benign,???????
DailyLife,72,26.0,8.0,13427,0.0,0.0,81,72,16001,14178,,,,81,9,benign,???????
DailyLife,0,0.0,0.0,0,0.0,0.0,1,1,173,84,,,,1,1,benign,???????
DailyLife,12,0.0,1.0,2390,0.0,0.0,13,17,3971,2463,,,,13,1,benign,???????
DailyLife,312,0.0,5.0,28865,0.0,0.0,319,314,234940,29385,,,,319,7,benign,???????
DailyLife,60,10.0,6.0,10623,1.0,0.0,68,60,10896,11172,,,,68,7,benign,???????
DailyLife,13,0.0,2.0,2116,0.0,0.0,15,14,1458,2262,,,,15,2,benign,???????
DailyLife,14,0.0,2.0,1897,0.0,0.0,16,15,6528,2044,,,,16,2,benign,???????
DailyLife,63,0.0,5.0,7811,0.0,0.0,68,60,13774,8179,,,,68,5,benign,???????
DailyLife,12,0.0,2.0,2329,0.0,0.0,14,14,1636,2475,,,,14,2,benign,???????
DailyLife,109,0.0,4.0,8874,0.0,0.0,112,159,200075,9098,,,,112,3,benign,???????
DailyLife,9,0.0,1.0,943,0.0,0.0,10,8,5190,1023,,,,10,1,benign,???????
DailyLife,14,14.0,1.0,4573,0.0,0.0,17,16,7578,4827,,,,17,3,benign,???????
DailyLife,29,0.0,5.0,3859,0.0,0.0,34,32,7854,4236,,,,34,5,benign,???????
DailyLife,34,0.0,5.0,4392,0.0,0.0,39,36,5802,4769,,,,39,5,benign,???????
DailyLife,11,0.0,1.0,3286,0.0,0.0,12,12,2139,3359,,,,12,1,benign,???????
DailyLife,18,6.0,1.0,2310,0.0,0.0,20,17,1960,2463,,,,20,2,benign,???????
DailyLife,0,0.0,0.0,0,0.0,0.0,1,14,3594,77,,,,1,1,benign,???????
DailyLife,12,12.0,1.0,1483,0.0,0.0,12,10,1079,1483,,,,12,0,benign,???????
DailyLife,6,0.0,2.0,1442,0.0,0.0,29,22,2033,2728,,,,29,17,benign,???????
DailyLife,378,0.0,6.0,30289,0.0,0.0,385,604,794877,30802,,,,385,7,benign,???????
DailyLife,24,18.0,2.0,1706,0.0,0.0,25,23,9142,1779,,,,25,1,benign,???????
DailyLife,163,22.0,4.0,15611,0.0,0.0,168,198,201990,15995,,,,168,5,benign,???????
DailyLife,46,0.0,2.0,11778,0.0,0.0,48,42,3787,11929,,,,48,2,benign,???????
DailyLife,92,0.0,2.0,12201,0.0,0.0,95,148,172622,12424,,,,95,3,benign,???????
DailyLife,214,0.0,7.0,49641,0.0,0.0,222,211,105312,50245,,,,222,8,benign,???????
DailyLife,24,0.0,1.0,3566,0.0,0.0,26,25,8227,3720,,,,26,2,benign,???????
DailyLife,43,0.0,6.0,5814,0.0,0.0,49,44,11645,6269,,,,49,6,benign,???????
DailyLife,181,0.0,4.0,12829,0.0,0.0,187,392,534296,13286,,,,187,6,benign,???????
DailyLife,30,5.0,2.0,3698,0.0,0.0,33,26,6372,3939,,,,33,3,benign,???????
DailyLife,120,0.0,1.0,7907,0.0,0.0,121,235,331830,7990,,,,121,1,benign,???????
DailyLife,4,0.0,1.0,268,0.0,0.0,6,4,414,432,,,,6,2,benign,???????
DailyLife,105,0.0,3.0,9384,0.0,0.0,108,115,136416,9611,,,,108,3,benign,???????
DailyLife,12,0.0,1.0,1270,0.0,0.0,14,12,2157,1418,,,,14,2,benign,???????
